"recorte","agente","inicio_semana","ano_epi","semana_epi","casos"
"Baía da Ilha Grande","influenza",2025-04-27,2025,18,1
"Baía da Ilha Grande","influenza",2025-05-04,2025,19,0
"Baía da Ilha Grande","influenza",2025-05-11,2025,20,0
"Baía da Ilha Grande","influenza",2025-05-18,2025,21,2
"Baía da Ilha Grande","influenza",2025-05-25,2025,22,0
"Baía da Ilha Grande","influenza",2025-06-01,2025,23,4
"Baía da Ilha Grande","influenza",2025-06-08,2025,24,1
"Baía da Ilha Grande","influenza",2025-06-15,2025,25,0
"Baía da Ilha Grande","influenza",2025-06-22,2025,26,0
"Baía da Ilha Grande","influenza",2025-06-29,2025,27,1
"Baía da Ilha Grande","influenza",2025-07-06,2025,28,1
"Baía da Ilha Grande","influenza",2025-07-13,2025,29,0
"Baía da Ilha Grande","influenza",2025-07-20,2025,30,0
"Baía da Ilha Grande","influenza",2025-07-27,2025,31,0
"Baía da Ilha Grande","influenza",2025-08-03,2025,32,0
"Baía da Ilha Grande","influenza",2025-08-10,2025,33,0
"Baía da Ilha Grande","influenza",2025-08-17,2025,34,0
"Baía da Ilha Grande","influenza",2025-08-24,2025,35,0
"Baía da Ilha Grande","influenza",2025-08-31,2025,36,0
"Baía da Ilha Grande","influenza",2025-09-07,2025,37,0
"Baía da Ilha Grande","influenza",2025-09-14,2025,38,0
"Baía da Ilha Grande","influenza",2025-09-21,2025,39,0
"Baía da Ilha Grande","influenza",2025-09-28,2025,40,2
"Baía da Ilha Grande","influenza",2025-10-05,2025,41,0
"Baía da Ilha Grande","influenza",2025-10-12,2025,42,1
"Baía da Ilha Grande","influenza",2025-10-19,2025,43,1
"Baía da Ilha Grande","influenza",2025-10-26,2025,44,0
"Baía da Ilha Grande","influenza",2025-11-02,2025,45,2
"Baía da Ilha Grande","influenza",2025-11-09,2025,46,1
"Baía da Ilha Grande","influenza",2025-11-16,2025,47,0
"Baía da Ilha Grande","influenza",2025-11-23,2025,48,0
"Baía da Ilha Grande","influenza",2025-11-30,2025,49,0
"Baía da Ilha Grande","influenza",2025-12-07,2025,50,0
"Baía da Ilha Grande","influenza",2025-12-14,2025,51,0
"Baía da Ilha Grande","influenza",2025-12-21,2025,52,0
"Baía da Ilha Grande","influenza",2025-12-28,2025,53,0
"Baía da Ilha Grande","vsr",2022-01-02,2022,1,0
"Baía da Ilha Grande","vsr",2022-01-09,2022,2,0
"Baía da Ilha Grande","vsr",2022-01-16,2022,3,0
"Baía da Ilha Grande","vsr",2022-01-23,2022,4,0
"Baía da Ilha Grande","vsr",2022-01-30,2022,5,0
"Baía da Ilha Grande","vsr",2022-02-06,2022,6,0
"Baía da Ilha Grande","vsr",2022-02-13,2022,7,0
"Baía da Ilha Grande","vsr",2022-02-20,2022,8,1
"Baía da Ilha Grande","vsr",2022-02-27,2022,9,0
"Baía da Ilha Grande","vsr",2022-03-06,2022,10,0
"Baía da Ilha Grande","vsr",2022-03-13,2022,11,0
"Baía da Ilha Grande","vsr",2022-03-20,2022,12,0
"Baía da Ilha Grande","vsr",2022-03-27,2022,13,0
"Baía da Ilha Grande","vsr",2022-04-03,2022,14,0
"Baía da Ilha Grande","vsr",2022-04-10,2022,15,0
"Baía da Ilha Grande","vsr",2022-04-17,2022,16,1
"Baía da Ilha Grande","vsr",2022-04-24,2022,17,1
"Baía da Ilha Grande","vsr",2022-05-01,2022,18,0
"Baía da Ilha Grande","vsr",2022-05-08,2022,19,0
"Baía da Ilha Grande","vsr",2022-05-15,2022,20,1
"Baía da Ilha Grande","vsr",2022-05-22,2022,21,0
"Baía da Ilha Grande","vsr",2022-05-29,2022,22,0
"Baía da Ilha Grande","vsr",2022-06-05,2022,23,0
"Baía da Ilha Grande","vsr",2022-06-12,2022,24,1
"Baía da Ilha Grande","vsr",2022-06-19,2022,25,1
"Baía da Ilha Grande","vsr",2022-06-26,2022,26,1
"Baía da Ilha Grande","vsr",2022-07-03,2022,27,0
"Baía da Ilha Grande","vsr",2022-07-10,2022,28,0
"Baía da Ilha Grande","vsr",2022-07-17,2022,29,0
"Baía da Ilha Grande","vsr",2022-07-24,2022,30,0
"Baía da Ilha Grande","vsr",2022-07-31,2022,31,0
"Baía da Ilha Grande","vsr",2022-08-07,2022,32,0
"Baía da Ilha Grande","vsr",2022-08-14,2022,33,0
"Baía da Ilha Grande","vsr",2022-08-21,2022,34,0
"Baía da Ilha Grande","vsr",2022-08-28,2022,35,0
"Baía da Ilha Grande","vsr",2022-09-04,2022,36,0
"Baía da Ilha Grande","vsr",2022-09-11,2022,37,0
"Baía da Ilha Grande","vsr",2022-09-18,2022,38,0
"Baía da Ilha Grande","vsr",2022-09-25,2022,39,0
"Baía da Ilha Grande","vsr",2022-10-02,2022,40,0
"Baía da Ilha Grande","vsr",2022-10-09,2022,41,0
"Baía da Ilha Grande","vsr",2022-10-16,2022,42,0
"Baía da Ilha Grande","vsr",2022-10-23,2022,43,0
"Baía da Ilha Grande","vsr",2022-10-30,2022,44,0
"Baía da Ilha Grande","vsr",2022-11-06,2022,45,0
"Baía da Ilha Grande","vsr",2022-11-13,2022,46,0
"Baía da Ilha Grande","vsr",2022-11-20,2022,47,0
"Baía da Ilha Grande","vsr",2022-11-27,2022,48,0
"Baía da Ilha Grande","vsr",2022-12-04,2022,49,0
"Baía da Ilha Grande","vsr",2022-12-11,2022,50,0
"Baía da Ilha Grande","vsr",2022-12-18,2022,51,0
"Baía da Ilha Grande","vsr",2022-12-25,2022,52,0
"Baía da Ilha Grande","vsr",2023-01-01,2023,1,0
"Baía da Ilha Grande","vsr",2023-01-08,2023,2,0
"Baía da Ilha Grande","vsr",2023-01-15,2023,3,0
"Baía da Ilha Grande","vsr",2023-01-22,2023,4,0
"Baía da Ilha Grande","vsr",2023-01-29,2023,5,0
"Baía da Ilha Grande","vsr",2023-02-05,2023,6,0
"Baía da Ilha Grande","vsr",2023-02-12,2023,7,0
"Baía da Ilha Grande","vsr",2023-02-19,2023,8,0
"Baía da Ilha Grande","vsr",2023-02-26,2023,9,0
"Baía da Ilha Grande","vsr",2023-03-05,2023,10,0
"Baía da Ilha Grande","vsr",2023-03-12,2023,11,2
"Baía da Ilha Grande","vsr",2023-03-19,2023,12,1
"Baía da Ilha Grande","vsr",2023-03-26,2023,13,0
"Baía da Ilha Grande","vsr",2023-04-02,2023,14,5
"Baía da Ilha Grande","vsr",2023-04-09,2023,15,0
"Baía da Ilha Grande","vsr",2023-04-16,2023,16,0
"Baía da Ilha Grande","vsr",2023-04-23,2023,17,0
"Baía da Ilha Grande","vsr",2023-04-30,2023,18,0
"Baía da Ilha Grande","vsr",2023-05-07,2023,19,0
"Baía da Ilha Grande","vsr",2023-05-14,2023,20,1
"Baía da Ilha Grande","vsr",2023-05-21,2023,21,1
"Baía da Ilha Grande","vsr",2023-05-28,2023,22,0
"Baía da Ilha Grande","vsr",2023-06-04,2023,23,0
"Baía da Ilha Grande","vsr",2023-06-11,2023,24,1
"Baía da Ilha Grande","vsr",2023-06-18,2023,25,1
"Baía da Ilha Grande","vsr",2023-06-25,2023,26,0
"Baía da Ilha Grande","vsr",2023-07-02,2023,27,0
"Baía da Ilha Grande","vsr",2023-07-09,2023,28,0
"Baía da Ilha Grande","vsr",2023-07-16,2023,29,0
"Baía da Ilha Grande","vsr",2023-07-23,2023,30,0
"Baía da Ilha Grande","vsr",2023-07-30,2023,31,1
"Baía da Ilha Grande","vsr",2023-08-06,2023,32,0
"Baía da Ilha Grande","vsr",2023-08-13,2023,33,0
"Baía da Ilha Grande","vsr",2023-08-20,2023,34,0
"Baía da Ilha Grande","vsr",2023-08-27,2023,35,0
"Baía da Ilha Grande","vsr",2023-09-03,2023,36,0
"Baía da Ilha Grande","vsr",2023-09-10,2023,37,0
"Baía da Ilha Grande","vsr",2023-09-17,2023,38,0
"Baía da Ilha Grande","vsr",2023-09-24,2023,39,0
"Baía da Ilha Grande","vsr",2023-10-01,2023,40,0
"Baía da Ilha Grande","vsr",2023-10-08,2023,41,0
"Baía da Ilha Grande","vsr",2023-10-15,2023,42,0
"Baía da Ilha Grande","vsr",2023-10-22,2023,43,0
"Baía da Ilha Grande","vsr",2023-10-29,2023,44,0
"Baía da Ilha Grande","vsr",2023-11-05,2023,45,0
"Baía da Ilha Grande","vsr",2023-11-12,2023,46,0
"Baía da Ilha Grande","vsr",2023-11-19,2023,47,0
"Baía da Ilha Grande","vsr",2023-11-26,2023,48,0
"Baía da Ilha Grande","vsr",2023-12-03,2023,49,0
"Baía da Ilha Grande","vsr",2023-12-10,2023,50,0
"Baía da Ilha Grande","vsr",2023-12-17,2023,51,0
"Baía da Ilha Grande","vsr",2023-12-24,2023,52,0
"Baía da Ilha Grande","vsr",2023-12-31,2024,1,0
"Baía da Ilha Grande","vsr",2024-01-07,2024,2,0
"Baía da Ilha Grande","vsr",2024-01-14,2024,3,0
"Baía da Ilha Grande","vsr",2024-01-21,2024,4,1
"Baía da Ilha Grande","vsr",2024-01-28,2024,5,0
"Baía da Ilha Grande","vsr",2024-02-04,2024,6,0
"Baía da Ilha Grande","vsr",2024-02-11,2024,7,0
"Baía da Ilha Grande","vsr",2024-02-18,2024,8,1
"Baía da Ilha Grande","vsr",2024-02-25,2024,9,0
"Baía da Ilha Grande","vsr",2024-03-03,2024,10,0
"Baía da Ilha Grande","vsr",2024-03-10,2024,11,0
"Baía da Ilha Grande","vsr",2024-03-17,2024,12,0
"Baía da Ilha Grande","vsr",2024-03-24,2024,13,0
"Baía da Ilha Grande","vsr",2024-03-31,2024,14,0
"Baía da Ilha Grande","vsr",2024-04-07,2024,15,0
"Baía da Ilha Grande","vsr",2024-04-14,2024,16,2
"Baía da Ilha Grande","vsr",2024-04-21,2024,17,1
"Baía da Ilha Grande","vsr",2024-04-28,2024,18,2
"Baía da Ilha Grande","vsr",2024-05-05,2024,19,0
"Baía da Ilha Grande","vsr",2024-05-12,2024,20,4
"Baía da Ilha Grande","vsr",2024-05-19,2024,21,2
"Baía da Ilha Grande","vsr",2024-05-26,2024,22,0
"Baía da Ilha Grande","vsr",2024-06-02,2024,23,1
"Baía da Ilha Grande","vsr",2024-06-09,2024,24,4
"Baía da Ilha Grande","vsr",2024-06-16,2024,25,2
"Baía da Ilha Grande","vsr",2024-06-23,2024,26,0
"Baía da Ilha Grande","vsr",2024-06-30,2024,27,0
"Baía da Ilha Grande","vsr",2024-07-07,2024,28,1
"Baía da Ilha Grande","vsr",2024-07-14,2024,29,0
"Baía da Ilha Grande","vsr",2024-07-21,2024,30,2
"Baía da Ilha Grande","vsr",2024-07-28,2024,31,0
"Baía da Ilha Grande","vsr",2024-08-04,2024,32,0
"Baía da Ilha Grande","vsr",2024-08-11,2024,33,0
"Baía da Ilha Grande","vsr",2024-08-18,2024,34,0
"Baía da Ilha Grande","vsr",2024-08-25,2024,35,0
"Baía da Ilha Grande","vsr",2024-09-01,2024,36,1
"Baía da Ilha Grande","vsr",2024-09-08,2024,37,1
"Baía da Ilha Grande","vsr",2024-09-15,2024,38,3
"Baía da Ilha Grande","vsr",2024-09-22,2024,39,1
"Baía da Ilha Grande","vsr",2024-09-29,2024,40,0
"Baía da Ilha Grande","vsr",2024-10-06,2024,41,0
"Baía da Ilha Grande","vsr",2024-10-13,2024,42,0
"Baía da Ilha Grande","vsr",2024-10-20,2024,43,0
"Baía da Ilha Grande","vsr",2024-10-27,2024,44,0
"Baía da Ilha Grande","vsr",2024-11-03,2024,45,0
"Baía da Ilha Grande","vsr",2024-11-10,2024,46,0
"Baía da Ilha Grande","vsr",2024-11-17,2024,47,0
"Baía da Ilha Grande","vsr",2024-11-24,2024,48,0
"Baía da Ilha Grande","vsr",2024-12-01,2024,49,0
"Baía da Ilha Grande","vsr",2024-12-08,2024,50,0
"Baía da Ilha Grande","vsr",2024-12-15,2024,51,0
"Baía da Ilha Grande","vsr",2024-12-22,2024,52,0
"Baía da Ilha Grande","vsr",2024-12-29,2025,1,0
"Baía da Ilha Grande","vsr",2025-01-05,2025,2,0
"Baía da Ilha Grande","vsr",2025-01-12,2025,3,0
"Baía da Ilha Grande","vsr",2025-01-19,2025,4,0
"Baía da Ilha Grande","vsr",2025-01-26,2025,5,0
"Baía da Ilha Grande","vsr",2025-02-02,2025,6,0
"Baía da Ilha Grande","vsr",2025-02-09,2025,7,1
"Baía da Ilha Grande","vsr",2025-02-16,2025,8,0
"Baía da Ilha Grande","vsr",2025-02-23,2025,9,1
"Baía da Ilha Grande","vsr",2025-03-02,2025,10,1
"Baía da Ilha Grande","vsr",2025-03-09,2025,11,0
"Baía da Ilha Grande","vsr",2025-03-16,2025,12,1
"Baía da Ilha Grande","vsr",2025-03-23,2025,13,0
"Baía da Ilha Grande","vsr",2025-03-30,2025,14,2
"Baía da Ilha Grande","vsr",2025-04-06,2025,15,2
"Baía da Ilha Grande","vsr",2025-04-13,2025,16,8
"Baía da Ilha Grande","vsr",2025-04-20,2025,17,2
"Baía da Ilha Grande","vsr",2025-04-27,2025,18,6
"Baía da Ilha Grande","vsr",2025-05-04,2025,19,4
"Baía da Ilha Grande","vsr",2025-05-11,2025,20,4
"Baía da Ilha Grande","vsr",2025-05-18,2025,21,2
"Baía da Ilha Grande","vsr",2025-05-25,2025,22,1
"Baía da Ilha Grande","vsr",2025-06-01,2025,23,4
"Baía da Ilha Grande","vsr",2025-06-08,2025,24,3
"Baía da Ilha Grande","vsr",2025-06-15,2025,25,1
"Baía da Ilha Grande","vsr",2025-06-22,2025,26,2
"Baía da Ilha Grande","vsr",2025-06-29,2025,27,0
"Baía da Ilha Grande","vsr",2025-07-06,2025,28,0
"Baía da Ilha Grande","vsr",2025-07-13,2025,29,1
"Baía da Ilha Grande","vsr",2025-07-20,2025,30,0
"Baía da Ilha Grande","vsr",2025-07-27,2025,31,1
"Baía da Ilha Grande","vsr",2025-08-03,2025,32,1
"Baía da Ilha Grande","vsr",2025-08-10,2025,33,0
"Baía da Ilha Grande","vsr",2025-08-17,2025,34,0
"Baía da Ilha Grande","vsr",2025-08-24,2025,35,0
"Baía da Ilha Grande","vsr",2025-08-31,2025,36,0
"Baía da Ilha Grande","vsr",2025-09-07,2025,37,1
"Baía da Ilha Grande","vsr",2025-09-14,2025,38,0
"Baía da Ilha Grande","vsr",2025-09-21,2025,39,0
"Baía da Ilha Grande","vsr",2025-09-28,2025,40,0
"Baía da Ilha Grande","vsr",2025-10-05,2025,41,0
"Baía da Ilha Grande","vsr",2025-10-12,2025,42,0
"Baía da Ilha Grande","vsr",2025-10-19,2025,43,0
"Baía da Ilha Grande","vsr",2025-10-26,2025,44,0
"Baía da Ilha Grande","vsr",2025-11-02,2025,45,0
"Baía da Ilha Grande","vsr",2025-11-09,2025,46,0
"Baía da Ilha Grande","vsr",2025-11-16,2025,47,0
"Baía da Ilha Grande","vsr",2025-11-23,2025,48,0
"Baía da Ilha Grande","vsr",2025-11-30,2025,49,1
"Baía da Ilha Grande","vsr",2025-12-07,2025,50,0
"Baía da Ilha Grande","vsr",2025-12-14,2025,51,0
"Baía da Ilha Grande","vsr",2025-12-21,2025,52,0
"Baía da Ilha Grande","vsr",2025-12-28,2025,53,0
"Baixada Litorânea","sarscov2",2022-01-02,2022,1,28
"Baixada Litorânea","sarscov2",2022-01-09,2022,2,85
"Baixada Litorânea","sarscov2",2022-01-16,2022,3,103
"Baixada Litorânea","sarscov2",2022-01-23,2022,4,87
"Baixada Litorânea","sarscov2",2022-01-30,2022,5,54
"Baixada Litorânea","sarscov2",2022-02-06,2022,6,11
"Baixada Litorânea","sarscov2",2022-02-13,2022,7,11
"Baixada Litorânea","sarscov2",2022-02-20,2022,8,4
"Baixada Litorânea","sarscov2",2022-02-27,2022,9,3
"Baixada Litorânea","sarscov2",2022-03-06,2022,10,4
"Baixada Litorânea","sarscov2",2022-03-13,2022,11,2
"Baixada Litorânea","sarscov2",2022-03-20,2022,12,1
"Baixada Litorânea","sarscov2",2022-03-27,2022,13,4
"Baixada Litorânea","sarscov2",2022-04-03,2022,14,3
"Baixada Litorânea","sarscov2",2022-04-10,2022,15,0
"Baixada Litorânea","sarscov2",2022-04-17,2022,16,0
"Baixada Litorânea","sarscov2",2022-04-24,2022,17,2
"Baixada Litorânea","sarscov2",2022-05-01,2022,18,0
"Baixada Litorânea","sarscov2",2022-05-08,2022,19,5
"Baixada Litorânea","sarscov2",2022-05-15,2022,20,6
"Baixada Litorânea","sarscov2",2022-05-22,2022,21,7
"Baixada Litorânea","sarscov2",2022-05-29,2022,22,11
"Baixada Litorânea","sarscov2",2022-06-05,2022,23,25
"Baixada Litorânea","sarscov2",2022-06-12,2022,24,29
"Baixada Litorânea","sarscov2",2022-06-19,2022,25,28
"Baixada Litorânea","sarscov2",2022-06-26,2022,26,21
"Baixada Litorânea","sarscov2",2022-07-03,2022,27,12
"Baixada Litorânea","sarscov2",2022-07-10,2022,28,7
"Baixada Litorânea","sarscov2",2022-07-17,2022,29,5
"Baixada Litorânea","sarscov2",2022-07-24,2022,30,3
"Baixada Litorânea","sarscov2",2022-07-31,2022,31,4
"Baixada Litorânea","sarscov2",2022-08-07,2022,32,3
"Baixada Litorânea","sarscov2",2022-08-14,2022,33,2
"Baixada Litorânea","sarscov2",2022-08-21,2022,34,4
"Baixada Litorânea","sarscov2",2022-08-28,2022,35,1
"Baixada Litorânea","sarscov2",2022-09-04,2022,36,1
"Baixada Litorânea","sarscov2",2022-09-11,2022,37,0
"Baixada Litorânea","sarscov2",2022-09-18,2022,38,1
"Baixada Litorânea","sarscov2",2022-09-25,2022,39,0
"Baixada Litorânea","sarscov2",2022-10-02,2022,40,1
"Baixada Litorânea","sarscov2",2022-10-09,2022,41,1
"Baixada Litorânea","sarscov2",2022-10-16,2022,42,5
"Baixada Litorânea","sarscov2",2022-10-23,2022,43,0
"Baixada Litorânea","sarscov2",2022-10-30,2022,44,7
"Baixada Litorânea","sarscov2",2022-11-06,2022,45,11
"Baixada Litorânea","sarscov2",2022-11-13,2022,46,14
"Baixada Litorânea","sarscov2",2022-11-20,2022,47,24
"Baixada Litorânea","sarscov2",2022-11-27,2022,48,14
"Baixada Litorânea","sarscov2",2022-12-04,2022,49,15
"Baixada Litorânea","sarscov2",2022-12-11,2022,50,9
"Baixada Litorânea","sarscov2",2022-12-18,2022,51,7
"Baixada Litorânea","sarscov2",2022-12-25,2022,52,7
"Baixada Litorânea","sarscov2",2023-01-01,2023,1,9
"Baixada Litorânea","sarscov2",2023-01-08,2023,2,3
"Baixada Litorânea","sarscov2",2023-01-15,2023,3,0
"Baixada Litorânea","sarscov2",2023-01-22,2023,4,2
"Baixada Litorânea","sarscov2",2023-01-29,2023,5,1
"Baixada Litorânea","sarscov2",2023-02-05,2023,6,1
"Baixada Litorânea","sarscov2",2023-02-12,2023,7,1
"Baixada Litorânea","sarscov2",2023-02-19,2023,8,2
"Baixada Litorânea","sarscov2",2023-02-26,2023,9,6
"Baixada Litorânea","sarscov2",2023-03-05,2023,10,5
"Baixada Litorânea","sarscov2",2023-03-12,2023,11,5
"Baixada Litorânea","sarscov2",2023-03-19,2023,12,5
"Baixada Litorânea","sarscov2",2023-03-26,2023,13,2
"Baixada Litorânea","sarscov2",2023-04-02,2023,14,3
"Baixada Litorânea","sarscov2",2023-04-09,2023,15,3
"Baixada Litorânea","sarscov2",2023-04-16,2023,16,0
"Baixada Litorânea","sarscov2",2023-04-23,2023,17,2
"Baixada Litorânea","sarscov2",2023-04-30,2023,18,5
"Baixada Litorânea","sarscov2",2023-05-07,2023,19,1
"Baixada Litorânea","sarscov2",2023-05-14,2023,20,1
"Baixada Litorânea","sarscov2",2023-05-21,2023,21,1
"Baixada Litorânea","sarscov2",2023-05-28,2023,22,1
"Baixada Litorânea","sarscov2",2023-06-04,2023,23,0
"Baixada Litorânea","sarscov2",2023-06-11,2023,24,0
"Baixada Litorânea","sarscov2",2023-06-18,2023,25,2
"Baixada Litorânea","sarscov2",2023-06-25,2023,26,5
"Baixada Litorânea","sarscov2",2023-07-02,2023,27,2
"Baixada Litorânea","sarscov2",2023-07-09,2023,28,1
"Baixada Litorânea","sarscov2",2023-07-16,2023,29,1
"Baixada Litorânea","sarscov2",2023-07-23,2023,30,0
"Baixada Litorânea","sarscov2",2023-07-30,2023,31,1
"Baixada Litorânea","sarscov2",2023-08-06,2023,32,1
"Baixada Litorânea","sarscov2",2023-08-13,2023,33,0
"Baixada Litorânea","sarscov2",2023-08-20,2023,34,2
"Baixada Litorânea","sarscov2",2023-08-27,2023,35,1
"Baixada Litorânea","sarscov2",2023-09-03,2023,36,2
"Baixada Litorânea","sarscov2",2023-09-10,2023,37,3
"Baixada Litorânea","sarscov2",2023-09-17,2023,38,1
"Baixada Litorânea","sarscov2",2023-09-24,2023,39,6
"Baixada Litorânea","sarscov2",2023-10-01,2023,40,5
"Baixada Litorânea","sarscov2",2023-10-08,2023,41,2
"Baixada Litorânea","sarscov2",2023-10-15,2023,42,6
"Baixada Litorânea","sarscov2",2023-10-22,2023,43,1
"Baixada Litorânea","sarscov2",2023-10-29,2023,44,3
"Baixada Litorânea","sarscov2",2023-11-05,2023,45,6
"Baixada Litorânea","sarscov2",2023-11-12,2023,46,3
"Baixada Litorânea","sarscov2",2023-11-19,2023,47,2
"Baixada Litorânea","sarscov2",2023-11-26,2023,48,1
"Baixada Litorânea","sarscov2",2023-12-03,2023,49,0
"Baixada Litorânea","sarscov2",2023-12-10,2023,50,1
"Baixada Litorânea","sarscov2",2023-12-17,2023,51,2
"Baixada Litorânea","sarscov2",2023-12-24,2023,52,2
"Baixada Litorânea","sarscov2",2023-12-31,2024,1,1
"Baixada Litorânea","sarscov2",2024-01-07,2024,2,1
"Baixada Litorânea","sarscov2",2024-01-14,2024,3,0
"Baixada Litorânea","sarscov2",2024-01-21,2024,4,2
"Baixada Litorânea","sarscov2",2024-01-28,2024,5,1
"Baixada Litorânea","sarscov2",2024-02-04,2024,6,4
"Baixada Litorânea","sarscov2",2024-02-11,2024,7,4
"Baixada Litorânea","sarscov2",2024-02-18,2024,8,4
"Baixada Litorânea","sarscov2",2024-02-25,2024,9,4
"Baixada Litorânea","sarscov2",2024-03-03,2024,10,1
"Baixada Litorânea","sarscov2",2024-03-10,2024,11,5
"Baixada Litorânea","sarscov2",2024-03-17,2024,12,4
"Baixada Litorânea","sarscov2",2024-03-24,2024,13,0
"Baixada Litorânea","sarscov2",2024-03-31,2024,14,4
"Baixada Litorânea","sarscov2",2024-04-07,2024,15,0
"Baixada Litorânea","sarscov2",2024-04-14,2024,16,0
"Baixada Litorânea","sarscov2",2024-04-21,2024,17,1
"Baixada Litorânea","sarscov2",2024-04-28,2024,18,2
"Baixada Litorânea","sarscov2",2024-05-05,2024,19,0
"Baixada Litorânea","sarscov2",2024-05-12,2024,20,0
"Baixada Litorânea","sarscov2",2024-05-19,2024,21,0
"Baixada Litorânea","sarscov2",2024-05-26,2024,22,0
"Baixada Litorânea","sarscov2",2024-06-02,2024,23,0
"Baixada Litorânea","sarscov2",2024-06-09,2024,24,0
"Baixada Litorânea","sarscov2",2024-06-16,2024,25,0
"Baixada Litorânea","sarscov2",2024-06-23,2024,26,0
"Baixada Litorânea","sarscov2",2024-06-30,2024,27,1
"Baixada Litorânea","sarscov2",2024-07-07,2024,28,0
"Baixada Litorânea","sarscov2",2024-07-14,2024,29,0
"Baixada Litorânea","sarscov2",2024-07-21,2024,30,0
"Baixada Litorânea","sarscov2",2024-07-28,2024,31,0
"Baixada Litorânea","sarscov2",2024-08-04,2024,32,0
"Baixada Litorânea","sarscov2",2024-08-11,2024,33,1
"Baixada Litorânea","sarscov2",2024-08-18,2024,34,1
"Baixada Litorânea","sarscov2",2024-08-25,2024,35,2
"Baixada Litorânea","sarscov2",2024-09-01,2024,36,3
"Baixada Litorânea","sarscov2",2024-09-08,2024,37,0
"Baixada Litorânea","sarscov2",2024-09-15,2024,38,2
"Baixada Litorânea","sarscov2",2024-09-22,2024,39,0
"Baixada Litorânea","sarscov2",2024-09-29,2024,40,1
"Baixada Litorânea","sarscov2",2024-10-06,2024,41,0
"Baixada Litorânea","sarscov2",2024-10-13,2024,42,0
"Baixada Litorânea","sarscov2",2024-10-20,2024,43,3
"Baixada Litorânea","sarscov2",2024-10-27,2024,44,2
"Baixada Litorânea","sarscov2",2024-11-03,2024,45,2
"Baixada Litorânea","sarscov2",2024-11-10,2024,46,4
"Baixada Litorânea","sarscov2",2024-11-17,2024,47,6
"Baixada Litorânea","sarscov2",2024-11-24,2024,48,7
"Baixada Litorânea","sarscov2",2024-12-01,2024,49,3
"Baixada Litorânea","sarscov2",2024-12-08,2024,50,2
"Baixada Litorânea","sarscov2",2024-12-15,2024,51,0
"Baixada Litorânea","sarscov2",2024-12-22,2024,52,3
"Baixada Litorânea","sarscov2",2024-12-29,2025,1,0
"Baixada Litorânea","sarscov2",2025-01-05,2025,2,3
"Baixada Litorânea","sarscov2",2025-01-12,2025,3,1
"Baixada Litorânea","sarscov2",2025-01-19,2025,4,0
"Baixada Litorânea","sarscov2",2025-01-26,2025,5,1
"Baixada Litorânea","sarscov2",2025-02-02,2025,6,0
"Baixada Litorânea","sarscov2",2025-02-09,2025,7,0
"Baixada Litorânea","sarscov2",2025-02-16,2025,8,1
"Baixada Litorânea","sarscov2",2025-02-23,2025,9,2
"Baixada Litorânea","sarscov2",2025-03-02,2025,10,0
"Baixada Litorânea","sarscov2",2025-03-09,2025,11,0
"Baixada Litorânea","sarscov2",2025-03-16,2025,12,1
"Baixada Litorânea","sarscov2",2025-03-23,2025,13,0
"Baixada Litorânea","sarscov2",2025-03-30,2025,14,1
"Baixada Litorânea","sarscov2",2025-04-06,2025,15,0
"Baixada Litorânea","sarscov2",2025-04-13,2025,16,0
"Baixada Litorânea","sarscov2",2025-04-20,2025,17,0
"Baixada Litorânea","sarscov2",2025-04-27,2025,18,0
"Baixada Litorânea","sarscov2",2025-05-04,2025,19,0
"Baixada Litorânea","sarscov2",2025-05-11,2025,20,0
"Baixada Litorânea","sarscov2",2025-05-18,2025,21,1
"Baixada Litorânea","sarscov2",2025-05-25,2025,22,0
"Baixada Litorânea","sarscov2",2025-06-01,2025,23,0
"Baixada Litorânea","sarscov2",2025-06-08,2025,24,0
"Baixada Litorânea","sarscov2",2025-06-15,2025,25,4
"Baixada Litorânea","sarscov2",2025-06-22,2025,26,1
"Baixada Litorânea","sarscov2",2025-06-29,2025,27,0
"Baixada Litorânea","sarscov2",2025-07-06,2025,28,3
"Baixada Litorânea","sarscov2",2025-07-13,2025,29,0
"Baixada Litorânea","sarscov2",2025-07-20,2025,30,1
"Baixada Litorânea","sarscov2",2025-07-27,2025,31,0
"Baixada Litorânea","sarscov2",2025-08-03,2025,32,2
"Baixada Litorânea","sarscov2",2025-08-10,2025,33,1
"Baixada Litorânea","sarscov2",2025-08-17,2025,34,3
"Baixada Litorânea","sarscov2",2025-08-24,2025,35,2
"Baixada Litorânea","sarscov2",2025-08-31,2025,36,3
"Baixada Litorânea","sarscov2",2025-09-07,2025,37,2
"Baixada Litorânea","sarscov2",2025-09-14,2025,38,4
"Baixada Litorânea","sarscov2",2025-09-21,2025,39,2
"Baixada Litorânea","sarscov2",2025-09-28,2025,40,0
"Baixada Litorânea","sarscov2",2025-10-05,2025,41,0
"Baixada Litorânea","sarscov2",2025-10-12,2025,42,1
"Baixada Litorânea","sarscov2",2025-10-19,2025,43,1
"Baixada Litorânea","sarscov2",2025-10-26,2025,44,0
"Baixada Litorânea","sarscov2",2025-11-02,2025,45,0
"Baixada Litorânea","sarscov2",2025-11-09,2025,46,1
"Baixada Litorânea","sarscov2",2025-11-16,2025,47,1
"Baixada Litorânea","sarscov2",2025-11-23,2025,48,0
"Baixada Litorânea","sarscov2",2025-11-30,2025,49,3
