"agente","ano","cod6","nome","valor","z","lag_z","Ii","p_perm","p_fdr","quadrante","nivel","classe","n_vizinhos","instavel"
"influenza",2025,"330400","Piraí",14.3597358680499,-3.61686204121971,11.164660701468,-0.180812305632958,0.0696,0.5152,"LH","ns","ns",8,FALSE
"influenza",2025,"330410","Porciúncula",20.0210607431224,2.0444628338528,-6.89360922170768,-0.0631068339182961,0.557,0.727966197183099,"HL","ns","ns",2,FALSE
"influenza",2025,"330411","Porto Real",17.9673511971013,-0.00924671216832706,16.2815215196972,-0.000674113210341508,0.1142,0.526590476190476,"LH","ns","ns",3,FALSE
"influenza",2025,"330412","Quatis",22.978140177693,5.00154226842332,8.20123631600031,0.183668120057609,0.2576,0.633347368421053,"HH","ns","ns",4,FALSE
"influenza",2025,"330414","Queimados",5.44746814813849,-12.5291297611311,-13.0476819643114,0.731989380801491,0.0026,0.184,"LL","indicativo","LL",3,FALSE
"influenza",2025,"330415","Quissamã",10.9598177001987,-7.01678020907097,8.91527046878741,-0.280106319771265,0.2778,0.646,"LH","ns","ns",3,FALSE
"influenza",2025,"330420","Resende",45.6356833872984,27.6590854780287,8.12252765850381,1.00595725368016,0.2394,0.6118,"HH","ns","ns",4,FALSE
"influenza",2025,"330430","Rio Bonito",15.3390695287064,-2.63752838056324,-9.52863756103966,0.112532627900258,0.026,0.4784,"LL","indicativo","LL",6,FALSE
"influenza",2025,"330440","Rio Claro",16.4429561867661,-1.53364172250352,7.75115862060477,-0.0532281106007434,0.2266,0.6118,"LH","ns","ns",6,FALSE
"influenza",2025,"330450","Rio das Flores",8.55472711544765,-9.42187079382198,17.7505576446669,-0.748858315634293,0.104,0.526590476190476,"LH","ns","ns",3,FALSE
"influenza",2025,"330452","Rio das Ostras",13.7925709752618,-4.18402693400788,11.3015506982972,-0.211730303672705,0.3064,0.646,"LH","ns","ns",2,FALSE
"influenza",2025,"330455","Rio de Janeiro",15.7935480533264,-2.18304985594323,-8.42362418932287,0.0823404333659986,0.0546,0.5152,"LL","ns","ns",7,FALSE
"influenza",2025,"330460","Santa Maria Madalena",8.02596186224468,-9.95063604702495,-8.72436309912869,0.388718388172006,0.0768,0.5152,"LL","ns","ns",5,FALSE
"influenza",2025,"330470","Santo Antônio de Pádua",25.2115916886713,7.23499377940163,4.01539940363434,0.13008206526475,0.461,0.694748387096774,"HH","ns","ns",6,FALSE
"influenza",2025,"330475","São Francisco de Itabapoana",6.38124138189631,-11.5953565273733,-7.06688068702917,0.36691238955769,0.5112,0.712581818181818,"LL","ns","ns",2,FALSE
"influenza",2025,"330480","São Fidélis",3.28662521880791,-14.6899726904617,-1.09726818436038,0.0721745835256558,0.9364,0.960888888888889,"LL","ns","ns",7,FALSE
"influenza",2025,"330490","São Gonçalo",11.0937805478757,-6.88281736139394,-1.65429162871802,0.0509834040291501,0.9628,0.9668,"LL","ns","ns",3,FALSE
"influenza",2025,"330500","São João da Barra",13.5720025712917,-4.40459533797795,-10.6622612817269,0.210283814702446,0.1378,0.576254545454545,"LL","ns","ns",2,FALSE
"influenza",2025,"330510","São João de Meriti",8.74013610104688,-9.23646180822276,-8.74180883395288,0.361540916936412,0.0784,0.5152,"LL","ns","ns",5,FALSE
"influenza",2025,"330513","São José de Ubá",31.7281927059385,13.7515947966689,8.39594519217326,0.51697932254594,0.2616,0.633347368421053,"HH","ns","ns",4,FALSE
"influenza",2025,"330515","São José do Vale do Rio Preto",26.0037767111449,8.0271788018753,0.924346198032434,0.033223708469251,0.7566,0.849541463414634,"HH","ns","ns",6,FALSE
"influenza",2025,"330520","São Pedro da Aldeia",12.9429487460678,-5.03364916320187,-6.53853151499579,0.147371558125706,0.369,0.649207547169811,"LL","ns","ns",4,FALSE
"influenza",2025,"330530","São Sebastião do Alto",9.13893312212756,-8.83766478714208,-6.59928815870918,0.26114705240105,0.2386,0.6118,"LL","ns","ns",6,FALSE
"influenza",2025,"330540","Sapucaia",9.34226754883101,-8.63433036043863,6.07877614692878,-0.235014859761761,0.3634,0.649207547169811,"LH","ns","ns",4,FALSE
"influenza",2025,"330550","Saquarema",11.0447137145411,-6.93188419472857,-5.65152912563905,0.175415425016367,0.4786,0.698907936507936,"LL","ns","ns",4,FALSE
"influenza",2025,"330555","Seropédica",4.92886132474262,-13.047736584527,-8.47515029556941,0.495145800653797,0.0632,0.5152,"LL","ns","ns",6,FALSE
"influenza",2025,"330560","Silva Jardim",5.21533222493662,-12.761265684333,2.07478799012391,-0.118554484715528,0.6572,0.775158974358974,"LH","ns","ns",5,FALSE
"influenza",2025,"330570","Sumidouro",29.2344693040702,11.2578713948005,9.04761997434864,0.456080122966044,0.166,0.587437037037037,"HH","ns","ns",6,FALSE
"influenza",2025,"330575","Tanguá",8.51166363792756,-9.46493427134207,-5.84734365223497,0.247814510248961,0.367,0.649207547169811,"LL","ns","ns",5,FALSE
"influenza",2025,"330580","Teresópolis",18.519405477901,0.542807568631378,7.56165625351544,0.0183786385507019,0.224,0.6118,"HH","ns","ns",6,FALSE
"influenza",2025,"330590","Trajano de Moraes",7.99809997246405,-9.97849793680559,5.28633000838836,-0.236194594559536,0.323,0.646,"LH","ns","ns",8,FALSE
"influenza",2025,"330600","Três Rios",24.4187242578922,6.44212634862253,-2.21561892016538,-0.0639108825344218,0.8412,0.920213953488372,"HL","ns","ns",6,FALSE
"influenza",2025,"330610","Valença",6.94776759477096,-11.0288303144987,18.9443610708372,-0.935534760523265,0.026,0.4784,"LH","indicativo","LH",5,FALSE
"influenza",2025,"330615","Varre-Sai",8.03239000821909,-9.94420790105054,8.53199756323209,-0.379901868327692,0.3206,0.646,"LH","ns","ns",3,FALSE
"influenza",2025,"330620","Vassouras",91.7012609467355,73.7246630374659,-3.51634257698584,-1.16079221493377,0.604,0.740906666666667,"HL","ns","ns",8,FALSE
"influenza",2025,"330630","Volta Redonda",65.6169535567056,47.6403556474359,9.24192867614812,1.97146067578219,0.1684,0.587437037037037,"HH","ns","ns",5,FALSE
"sarscov2",2022,"330010","Angra dos Reis",86.8810624944148,-13.9136635530991,-20.3056574007568,0.0489772653429746,0.7574,0.904945454545454,"LL","ns","ns",3,FALSE
"sarscov2",2022,"330015","Aperibé",35.3391356415161,-65.4555904059978,66.6217721912387,-0.755960156469093,0.1812,0.564464516129032,"LH","ns","ns",3,FALSE
"sarscov2",2022,"330020","Araruama",52.0059415146033,-48.7887845329106,-8.33073149034334,0.0704594284915875,0.8218,0.922019512195122,"LL","ns","ns",8,FALSE
"sarscov2",2022,"330022","Areal",115.586229403031,14.7915033555175,31.9042471891093,0.0818081927246315,0.389,0.688230769230769,"HH","ns","ns",4,FALSE
"sarscov2",2022,"330023","Armação dos Búzios",41.7940368463587,-59.0006892011552,10.7388229407246,-0.109837274373769,0.6808,0.874,"LH","ns","ns",1,TRUE
"sarscov2",2022,"330025","Arraial do Cabo",23.3408945759485,-77.4538314715654,-2.95745978463446,0.0397098031962245,0.9658,0.9896,"LL","ns","ns",4,FALSE
"sarscov2",2022,"330030","Barra do Piraí",220.449778821139,119.655052773625,68.6261478394873,1.42349729036359,0.0362,0.4163,"HH","indicativo","HH",7,FALSE
"sarscov2",2022,"330040","Barra Mansa",71.1648116664901,-29.6299143810238,104.643782281504,-0.537501654896852,0.0024,0.2208,"LH","indicativo","LH",8,FALSE
"sarscov2",2022,"330045","Belford Roxo",34.1413806872348,-66.6533453602791,-50.5939353441426,0.584596746170779,0.1082,0.49772,"LL","ns","ns",4,FALSE
"sarscov2",2022,"330050","Bom Jardim",90.2916357918466,-10.5030902556673,55.7787039027739,-0.101559720439001,0.1822,0.564464516129032,"LH","ns","ns",4,FALSE
"sarscov2",2022,"330060","Bom Jesus do Itabapoana",39.2113857019953,-61.5833403455186,-47.0617214146498,0.502420129478242,0.0916,0.473288888888889,"LL","ns","ns",5,FALSE
"sarscov2",2022,"330070","Cabo Frio",111.533548988239,10.7388229407246,-46.9883786742922,-0.0874748331028944,0.1004,0.486147368421053,"HL","ns","ns",5,FALSE
"sarscov2",2022,"330080","Cachoeiras de Macacu",55.0583645557087,-45.7363614918052,55.4449788565177,-0.439602156915514,0.0834,0.473288888888889,"LH","ns","ns",7,FALSE
"sarscov2",2022,"330090","Cambuci",396.042937244987,295.248211197474,-53.4448900843428,-2.7354541759697,0.0152,0.31648,"HL","indicativo","HL",7,FALSE
"sarscov2",2022,"330093","Carapebus",89.5160468985266,-11.2786791489873,10.3476980765042,-0.0202319606329862,0.6596,0.866902857142857,"LH","ns","ns",3,FALSE
"sarscov2",2022,"330095","Comendador Levy Gasparian",33.692256051845,-67.1024699956689,61.4910834849379,-0.715297377252771,0.255,0.57219512195122,"LH","ns","ns",2,FALSE
"sarscov2",2022,"330100","Campos dos Goytacazes",94.9753337741817,-5.81939227333223,-48.0707813129059,0.0484947578003045,0.0158,0.31648,"LL","indicativo","LL",10,FALSE
"sarscov2",2022,"330110","Cantagalo",188.938472018347,88.1437459708334,6.2042521549731,0.0948018744131628,0.7172,0.882473684210526,"HH","ns","ns",7,FALSE
"sarscov2",2022,"330115","Cardoso Moreira",31.0178033884817,-69.7769226590322,-40.4457386184113,0.48923842970476,0.3458,0.649257142857143,"LL","ns","ns",3,FALSE
"sarscov2",2022,"330120","Carmo",134.575869356806,33.7811433092921,24.1008561649297,0.14113762188825,0.4612,0.74439298245614,"HH","ns","ns",4,FALSE
"sarscov2",2022,"330130","Casimiro de Abreu",106.124917746493,5.33019169897878,41.4172113993106,0.0382701058946526,0.2054,0.57219512195122,"HH","ns","ns",6,FALSE
"sarscov2",2022,"330140","Conceição de Macabu",91.6258344915044,-9.16889155600946,-16.0127431193391,0.0254518030219965,0.684,0.874,"LL","ns","ns",6,FALSE
"sarscov2",2022,"330150","Cordeiro",105.608167040931,4.81344099341719,23.1498532268895,0.0193170086729956,0.4596,0.74439298245614,"HH","ns","ns",5,FALSE
"sarscov2",2022,"330160","Duas Barras",86.3641847598041,-14.4305412877098,62.8371619358586,-0.157193710015985,0.0752,0.473288888888889,"LH","ns","ns",6,FALSE
"sarscov2",2022,"330170","Duque de Caxias",55.2299752593341,-45.5647507881798,-30.4508301337377,0.240527156190757,0.2542,0.57219512195122,"LL","ns","ns",7,FALSE
"sarscov2",2022,"330180","Engenheiro Paulo de Frontin",65.7896421338535,-35.0050839136604,-22.4311791647356,0.136119143562302,0.599,0.834969696969697,"LL","ns","ns",4,FALSE
"sarscov2",2022,"330185","Guapimirim",53.018629428264,-47.7760966192499,9.62773853930885,-0.0797390271137557,0.6948,0.875638356164383,"LH","ns","ns",5,FALSE
"sarscov2",2022,"330187","Iguaba Grande",182.043628365971,81.2489023184567,-60.4237986230948,-0.851062602781113,0.0758,0.473288888888889,"HL","ns","ns",3,FALSE
"sarscov2",2022,"330190","Itaboraí",117.546107992749,16.7513819452347,14.972309848584,0.0434785876197069,0.5718,0.809316923076923,"HH","ns","ns",6,FALSE
"sarscov2",2022,"330200","Itaguaí",80.9920541412039,-19.80267190631,-12.2496047708864,0.0420515346005051,0.7288,0.882473684210526,"LL","ns","ns",7,FALSE
"sarscov2",2022,"330205","Italva",40.835220473611,-59.9595055739029,11.0228067147899,-0.114574037020297,0.6482,0.8648,"LH","ns","ns",6,FALSE
"sarscov2",2022,"330210","Itaocara",38.4523444681545,-62.3423815793594,41.8180676524244,-0.451942652821888,0.219,0.57219512195122,"LH","ns","ns",6,FALSE
"sarscov2",2022,"330220","Itaperuna",64.4213284246614,-36.3733976228526,-2.69788643370632,0.0170115354739457,0.983,0.9896,"LL","ns","ns",8,FALSE
"sarscov2",2022,"330225","Itatiaia",145.113906201773,44.3191801542593,170.287227862017,1.30830732858634,0.0778,0.473288888888889,"HH","ns","ns",1,TRUE
"sarscov2",2022,"330227","Japeri",28.1434871487185,-72.6512388987954,-56.93291492922,0.717038417943138,0.0232,0.328571428571429,"LL","indicativo","LL",5,FALSE
"sarscov2",2022,"330230","Laje do Muriaé",38.3735169168289,-62.421209130685,-19.8936336910458,0.215269387136654,0.8352,0.925763855421687,"LL","ns","ns",2,FALSE
"sarscov2",2022,"330240","Macaé",154.868081797896,54.0733557503816,39.4448331655767,0.369751059013197,0.223,0.57219512195122,"HH","ns","ns",6,FALSE
"sarscov2",2022,"330245","Macuco",193.872472536449,93.0777464889354,18.4973655967351,0.298463839150238,0.5282,0.795873015873016,"HH","ns","ns",4,FALSE
"sarscov2",2022,"330250","Magé",40.2248248066194,-60.5699012408945,-5.1973753720483,0.0545728871297472,0.96,0.9896,"LL","ns","ns",3,FALSE
"sarscov2",2022,"330260","Mangaratiba",61.0971351295061,-39.6975909180078,2.87435245904802,-0.0197806315641681,0.7858,0.90896,"LH","ns","ns",3,FALSE
"sarscov2",2022,"330270","Maricá",137.903545110096,37.1088190625823,23.988948210142,0.154320748543309,0.4412,0.738007272727273,"HH","ns","ns",5,FALSE
"sarscov2",2022,"330280","Mendes",68.449967558105,-32.3447584894089,29.0369695256446,-0.162813788557647,0.383,0.688230769230769,"LH","ns","ns",5,FALSE
"sarscov2",2022,"330285","Mesquita",45.8381068674543,-54.9566191800596,-40.6565951092205,0.387335224073203,0.1734,0.564464516129032,"LL","ns","ns",5,FALSE
"sarscov2",2022,"330290","Miguel Pereira",37.0608761535987,-63.7338498939152,-25.0515639248378,0.276783997298268,0.3376,0.648983333333333,"LL","ns","ns",8,FALSE
"sarscov2",2022,"330300","Miracema",97.3808562882749,-3.41386975923901,-48.3049110384565,0.0285873708638064,0.1348,0.531392,"LL","ns","ns",4,FALSE
"sarscov2",2022,"330310","Natividade",38.5452648189579,-62.249461228556,-46.3815584615387,0.500514789520293,0.1444,0.531392,"LL","ns","ns",4,FALSE
"sarscov2",2022,"330320","Nilópolis",64.112531594051,-36.6821944534629,-34.3885952735956,0.218678318225863,0.4382,0.738007272727273,"LL","ns","ns",3,FALSE
"sarscov2",2022,"330330","Niterói",233.812503721937,133.017777674423,18.7885074346112,0.433249379519875,0.5404,0.795873015873016,"HH","ns","ns",2,FALSE
"sarscov2",2022,"330340","Nova Friburgo",374.065236734847,273.270510687333,-7.13200731209478,-0.337862918166038,0.9586,0.9896,"HL","ns","ns",9,FALSE
"sarscov2",2022,"330350","Nova Iguaçu",49.0564569558811,-51.7382690916328,-49.830107422652,0.44693019740478,0.0102,0.31648,"LL","indicativo","LL",9,FALSE
"sarscov2",2022,"330360","Paracambi",58.6176968392612,-42.1770292082527,-31.4168965418464,0.229707538966736,0.2426,0.57219512195122,"LL","ns","ns",7,FALSE
"sarscov2",2022,"330370","Paraíba do Sul",202.68088241936,101.886156371846,2.28499301323256,0.0403585947433165,0.809,0.918864197530864,"HH","ns","ns",7,FALSE
"sarscov2",2022,"330380","Paraty",37.2359519266982,-63.5587741208157,-13.9136635530991,0.153303824818464,0.9648,0.9896,"LL","ns","ns",1,TRUE
"sarscov2",2022,"330385","Paty do Alferes",21.2389443254134,-79.5557817221005,41.1079871754624,-0.566935876348597,0.3058,0.625191111111111,"LH","ns","ns",4,FALSE
"sarscov2",2022,"330390","Petrópolis",178.543447338799,77.7487212912849,-17.2595757250946,-0.232626588296724,0.532,0.795873015873016,"HL","ns","ns",10,FALSE
"sarscov2",2022,"330395","Pinheiral",150.99416136492,50.1994353174065,106.171329792828,0.923936383492926,0.0454,0.464088888888889,"HH","indicativo","HH",3,FALSE
"sarscov2",2022,"330400","Piraí",154.975713091391,54.1809870438769,29.1146820629462,0.273460715056808,0.2718,0.595371428571429,"HH","ns","ns",8,FALSE
"sarscov2",2022,"330410","Porciúncula",84.1320805443358,-16.6626455031781,-66.5781558015807,0.192314352309506,0.0692,0.473288888888889,"LL","ns","ns",2,FALSE
"sarscov2",2022,"330411","Porto Real",142.03711966294,41.2423936154264,53.5520510495331,0.382874067833487,0.2374,0.57219512195122,"HH","ns","ns",3,FALSE
"sarscov2",2022,"330412","Quatis",120.79356571512,19.9988396676063,106.667030497091,0.369803471888802,0.025,0.328571428571429,"HH","indicativo","HH",4,FALSE
"sarscov2",2022,"330414","Queimados",24.3409593299265,-76.4537667175874,-58.3170559083801,0.77291272692422,0.0838,0.473288888888889,"LL","ns","ns",3,FALSE
"sarscov2",2022,"330415","Quissamã",86.9333560826543,-13.8613699648596,-8.75565432610966,0.0210392736827361,0.9896,0.9896,"LL","ns","ns",3,FALSE
"sarscov2",2022,"330420","Resende",271.081953909531,170.287227862017,18.982624764067,0.560369280482881,0.4908,0.765315254237288,"HH","ns","ns",4,FALSE
"sarscov2",2022,"330430","Rio Bonito",203.007654901587,102.212928854073,-27.9852461664705,-0.49587355165925,0.4022,0.698158490566038,"HL","ns","ns",6,FALSE
"sarscov2",2022,"330440","Rio Claro",143.134118884067,42.3393928365531,15.9691826410695,0.117209629838396,0.545,0.795873015873016,"HH","ns","ns",6,FALSE
"sarscov2",2022,"330450","Rio das Flores",101.280772680444,0.486046632930453,131.728497398809,0.0110992506112058,0.0172,0.31648,"HH","indicativo","HH",3,FALSE
"sarscov2",2022,"330452","Rio das Ostras",119.849188141604,19.0544620940901,29.7017737246802,0.0981104028612318,0.471,0.747103448275862,"HH","ns","ns",2,FALSE
"sarscov2",2022,"330455","Rio de Janeiro",102.701661723485,1.90693567597077,-44.2031810672936,-0.0146125344752702,0.0724,0.473288888888889,"HL","ns","ns",7,FALSE
"sarscov2",2022,"330460","Santa Maria Madalena",22.1429477502213,-78.6517782972926,-17.9028652829301,0.244099601631214,0.6486,0.8648,"LL","ns","ns",5,FALSE
"sarscov2",2022,"330470","Santo Antônio de Pádua",67.7542130031157,-33.0405130443982,31.7992651779701,-0.182137699670946,0.3164,0.6328,"LH","ns","ns",6,FALSE
"sarscov2",2022,"330475","São Francisco de Itabapoana",60.3748231774261,-40.4199028700878,-30.5868892524182,0.21432190300876,0.6372,0.8648,"LL","ns","ns",2,FALSE
"sarscov2",2022,"330480","São Fidélis",45.2364080395151,-55.5583180079988,5.75272871702695,-0.0554062764082583,0.7706,0.908912820512821,"LH","ns","ns",7,FALSE
"sarscov2",2022,"330490","São Gonçalo",101.262921854154,0.468195806640082,62.2926595607466,0.00505592209683721,0.2042,0.57219512195122,"HH","ns","ns",3,FALSE
"sarscov2",2022,"330500","São João da Barra",45.4403398160098,-55.3543862315041,-23.11964757171,0.221855004548864,0.7904,0.90896,"LL","ns","ns",2,FALSE
"sarscov2",2022,"330510","São João de Meriti",50.6786237308158,-50.1161023166981,-40.3899948212021,0.350902987200121,0.1864,0.564464516129032,"LL","ns","ns",5,FALSE
"sarscov2",2022,"330513","São José de Ubá",39.4102016916236,-61.3845243558903,55.605107692746,-0.591710889498981,0.1902,0.564464516129032,"LH","ns","ns",4,FALSE
"sarscov2",2022,"330515","São José do Vale do Rio Preto",27.6808265427905,-73.1138995047233,32.7118845690254,-0.414611642512927,0.3012,0.625191111111111,"LH","ns","ns",6,FALSE
"sarscov2",2022,"330520","São Pedro da Aldeia",45.7659461827054,-55.0287798648085,-8.56372268632367,0.0816936799194296,0.9446,0.9896,"LL","ns","ns",4,FALSE
"sarscov2",2022,"330530","São Sebastião do Alto",122.365596252148,21.5708702046344,-9.31159670113771,-0.0348199228104967,0.8708,0.953733333333333,"HL","ns","ns",6,FALSE
"sarscov2",2022,"330540","Sapucaia",135.967725114166,35.172999066652,-7.67988117186442,-0.0468273823651563,0.981,0.9896,"HL","ns","ns",4,FALSE
"sarscov2",2022,"330550","Saquarema",26.9457381926625,-73.8489878548514,33.5223342157521,-0.42915559580233,0.3856,0.688230769230769,"LH","ns","ns",4,FALSE
"sarscov2",2022,"330555","Seropédica",50.233066312802,-50.5616597347119,-43.4860066911013,0.381159572002479,0.0926,0.473288888888889,"LL","ns","ns",6,FALSE
"sarscov2",2022,"330560","Silva Jardim",40.9496275037595,-59.8450985437544,57.2576970431337,-0.594016410879947,0.1358,0.531392,"LH","ns","ns",5,FALSE
"sarscov2",2022,"330570","Sumidouro",88.3119469574573,-12.4827790900566,52.437510743928,-0.113472162775779,0.122,0.531392,"LH","ns","ns",6,FALSE
"sarscov2",2022,"330575","Tanguá",144.351099526778,43.5563734792638,7.29755610304665,0.0551017175413615,0.729,0.882473684210526,"HH","ns","ns",5,FALSE
"sarscov2",2022,"330580","Teresópolis",160.739578240238,59.9448521927244,28.6516825454637,0.297740562790255,0.3386,0.648983333333333,"HH","ns","ns",6,FALSE
"sarscov2",2022,"330590","Trajano de Moraes",60.2561312655695,-40.5385947819444,43.5602705019665,-0.306122491237881,0.141,0.531392,"LH","ns","ns",8,FALSE
"sarscov2",2022,"330600","Três Rios",121.890736645544,21.0960105980302,14.897168430818,0.0544803694006383,0.561,0.8064375,"HH","ns","ns",6,FALSE
"sarscov2",2022,"330610","Valença",345.56314093946,244.768414891946,31.8081891251545,1.34967841056411,0.2824,0.604204651162791,"HH","ns","ns",5,FALSE
"sarscov2",2022,"330615","Varre-Sai",29.8878756729085,-70.9068503746054,-46.8318156924176,0.575658830888416,0.2274,0.57219512195122,"LL","ns","ns",3,FALSE
"sarscov2",2022,"330620","Vassouras",149.325646980148,48.5309209326344,32.0195245814077,0.269382508403584,0.2392,0.57219512195122,"HH","ns","ns",8,FALSE
"sarscov2",2022,"330630","Volta Redonda",245.472675608494,144.677949560981,47.3489907180876,1.18754220103,0.187,0.564464516129032,"HH","ns","ns",5,FALSE
"sarscov2",2023,"330010","Angra dos Reis",18.116662651179,-5.61253206041867,-0.822614476630527,0.00957535541396034,0.8546,0.955368888888889,"LL","ns","ns",3,FALSE
"sarscov2",2023,"330015","Aperibé",13.9780242707296,-9.75117044086805,11.8322073941528,-0.239288727864557,0.3316,0.6664,"LH","ns","ns",3,FALSE
"sarscov2",2023,"330020","Araruama",8.87021898361469,-14.858975727983,-1.94207950470844,0.0598488208517259,0.9074,0.955368888888889,"LL","ns","ns",8,FALSE
"sarscov2",2023,"330022","Areal",24.7973152316045,1.06812052000678,4.08102302637936,0.00904042866551752,0.5844,0.840075,"HH","ns","ns",4,FALSE
"sarscov2",2023,"330023","Armação dos Búzios",2.84609642861216,-20.8830982829855,0.641987022249946,-0.0278048720743231,0.6426,0.882376119402985,"LH","ns","ns",1,TRUE
"sarscov2",2023,"330025","Arraial do Cabo",14.2897742264337,-9.43942048516394,-8.49222188038483,0.166251811101797,0.4558,0.748814285714286,"LL","ns","ns",4,FALSE
"sarscov2",2023,"330030","Barra do Piraí",44.8832470378557,21.154052326258,19.5814029551573,0.859086904415493,0.0478,0.379621052631579,"HH","indicativo","HH",7,FALSE
"sarscov2",2023,"330040","Barra Mansa",17.3125942071823,-6.41660050441535,29.3711102052625,-0.390863470550956,0.005,0.379621052631579,"LH","indicativo","LH",8,FALSE
"sarscov2",2023,"330045","Belford Roxo",4.41842432564092,-19.3107703859568,-14.9468061770076,0.598615175876341,0.0364,0.379621052631579,"LL","indicativo","LL",4,FALSE
"sarscov2",2023,"330050","Bom Jardim",27.1859848727349,3.45679016113727,25.530492879393,0.183034069752099,0.0624,0.379621052631579,"HH","ns","ns",4,FALSE
"sarscov2",2023,"330060","Bom Jesus do Itabapoana",3.19139974334237,-20.5377949682553,-9.34355894652166,0.397984230060844,0.2932,0.657912195121951,"LL","ns","ns",5,FALSE
"sarscov2",2023,"330070","Cabo Frio",24.3711817338476,0.641987022249946,-15.0516371690944,-0.0200405533855469,0.0218,0.379621052631579,"HL","indicativo","HL",5,FALSE
"sarscov2",2023,"330080","Cachoeiras de Macacu",13.0611295002997,-10.668065211298,19.1926941604385,-0.424640413923382,0.052,0.379621052631579,"LH","ns","ns",7,FALSE
"sarscov2",2023,"330090","Cambuci",70.7265989058608,46.9974041942631,-10.7525427668227,-1.04805667853947,0.1364,0.522866666666667,"HL","ns","ns",7,FALSE
"sarscov2",2023,"330093","Carapebus",17.058668242593,-6.67052646900467,14.5042891368796,-0.200657908149739,0.2454,0.64262,"LH","ns","ns",3,FALSE
"sarscov2",2023,"330095","Comendador Levy Gasparian",9.26730293383815,-14.4618917777595,-13.6982837372604,0.410857278327491,0.2684,0.64262,"LL","ns","ns",2,FALSE
"sarscov2",2023,"330100","Campos dos Goytacazes",27.7385814649212,4.00938675332349,-10.5864397575548,-0.0880293715976862,0.0688,0.379621052631579,"HL","ns","ns",10,FALSE
"sarscov2",2023,"330110","Cantagalo",21.2179144738583,-2.51128023773937,0.273586289080207,-0.00142491588392345,0.856,0.955368888888889,"LH","ns","ns",7,FALSE
"sarscov2",2023,"330115","Cardoso Moreira",7.13197013251413,-16.5972245790835,-8.10948286508399,0.279144034422578,0.607,0.846121212121212,"LL","ns","ns",3,FALSE
"sarscov2",2023,"330120","Carmo",53.8736526027738,30.1444578911762,0.785526856169457,0.0491098079338101,0.7442,0.912252631578947,"HH","ns","ns",4,FALSE
"sarscov2",2023,"330130","Casimiro de Abreu",8.20836164433192,-15.5208330672658,19.0557670296923,-0.61339634309929,0.0782,0.379621052631579,"LH","ns","ns",6,FALSE
"sarscov2",2023,"330140","Conceição de Macabu",27.2915834562091,3.56238874461142,2.14156561722303,0.0158224020416929,0.705,0.912252631578947,"HH","ns","ns",6,FALSE
"sarscov2",2023,"330150","Cordeiro",8.77061867431577,-14.9585760372819,0.76719214274289,-0.0238009405563788,0.808,0.953025641025641,"LH","ns","ns",5,FALSE
"sarscov2",2023,"330160","Duas Barras",38.1533651870837,14.424170475486,20.0159613779738,0.59877963455649,0.0618,0.379621052631579,"HH","ns","ns",6,FALSE
"sarscov2",2023,"330170","Duque de Caxias",9.66617346508879,-14.0630212465089,-2.27101012641406,0.0662365072840792,0.8814,0.955368888888889,"LL","ns","ns",7,FALSE
"sarscov2",2023,"330180","Engenheiro Paulo de Frontin",18.6242640891109,-5.10493062248673,-3.99965500957444,0.0423459711302466,0.8344,0.955368888888889,"LL","ns","ns",4,FALSE
"sarscov2",2023,"330185","Guapimirim",10.8395445610955,-12.8896501505022,5.72198313046247,-0.152963362897042,0.4776,0.757572413793103,"LH","ns","ns",5,FALSE
"sarscov2",2023,"330187","Iguaba Grande",18.5331541778651,-5.19604053373261,-12.9514181650735,0.139569195777612,0.21,0.64262,"LL","ns","ns",3,FALSE
"sarscov2",2023,"330190","Itaboraí",17.8428534483612,-5.88634126323647,6.39450850941847,-0.0780642742516434,0.4306,0.744859259259259,"LH","ns","ns",6,FALSE
"sarscov2",2023,"330200","Itaguaí",8.21680025587266,-15.512394455725,-3.43289188695046,0.1104431248309,0.7536,0.912252631578947,"LL","ns","ns",7,FALSE
"sarscov2",2023,"330205","Italva",11.8026772859284,-11.9265174256692,-2.50072367250654,0.0618556068905592,0.8976,0.955368888888889,"LL","ns","ns",6,FALSE
"sarscov2",2023,"330210","Itaocara",18.5662739928343,-5.16292071876342,-0.294504658255683,0.00315346013106524,0.9096,0.955368888888889,"LL","ns","ns",6,FALSE
"sarscov2",2023,"330220","Itaperuna",11.264399199217,-12.4647955123807,-3.70193379830603,0.09570035001512,0.6886,0.912252631578947,"LL","ns","ns",8,FALSE
"sarscov2",2023,"330225","Itatiaia",35.8394894915319,12.1102947799343,21.1576234147526,0.531399715254834,0.2794,0.64262,"HH","ns","ns",1,TRUE
"sarscov2",2023,"330227","Japeri",6.05316489018838,-17.6760298214093,-13.4625046667568,0.493526312791223,0.0604,0.379621052631579,"LL","ns","ns",5,FALSE
"sarscov2",2023,"330230","Laje do Muriaé",25.8301236156981,2.10092890410039,-16.0899252791432,-0.0701076005069595,0.1076,0.449963636363636,"HL","ns","ns",2,FALSE
"sarscov2",2023,"330240","Macaé",54.2973751285278,30.5681804169301,11.7741722806184,0.746448232585296,0.2006,0.64262,"HH","ns","ns",6,FALSE
"sarscov2",2023,"330245","Macuco",21.2878306668258,-2.44136404477186,-10.0787535411653,0.0510315887827342,0.3332,0.6664,"LL","ns","ns",4,FALSE
